ran,timestamp,path,R.version,platform,running,data.table,gdistance,Matrix,igraph,rgdal,raster,sp,malariaAtlas,ggplot2,lubridate,dplyr,doParallel,iterators,foreach,rgeos,wpgpDownloadR,RCurl,bitops,forcats,stringr,purrr,readr,tidyr,tibble,tidyverse,glue,triangle,doRNG,rngtools,pkgmaker,registry,magrittr,cowplot,patchwork,lme4,stringdist,beepr,rjags,coda,microbenchmark,rasterVis,latticeExtra,RColorBrewer,lattice,doMPI,Rmpi,rmapshaper,here,knitr,ggmcmc,ggforce,ggridges,jobtime,geosphere,ggsn,jobtime_mins,max_mem_mb,plotly,sf,fasterize
##------ Wed Aug 19 16:44:07 2020 ------##,20200819_164407,R/figures/M6_burden.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","",1.5-12,"",1.4-2,"",3.3.2,"",1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,"","",,"","",0.558706863721212,1177.3,"","",""
##------ Wed Aug 19 16:44:57 2020 ------##,20200819_164457,R/M5_modpreds.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,"",1.0.0,"",1.0.12,1.5.0,"","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,1.4.1,,"",,,"",,1.0.0,1.0.1,"","",,"",0.19-3,"",,"","","","","","",,,,"","",,"","",0.189030301570892,1236.9,"","",""
##------ Wed Aug 19 16:46:20 2020 ------##,20200819_164620,R/M5_modpreds.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,"",1.0.0,"",1.0.12,1.5.0,"","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,1.4.1,,"",,,"",,1.0.0,1.0.1,"","",,"",0.19-3,"",,"","","","","","",,,,"","",,"","",1.56907316843669,1236.9,"","",""
##------ Wed Aug 19 16:48:14 2020 ------##,20200819_164814,R/figures/M4_biteinc.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","",1.5-12,"",1.4-2,"",3.3.2,"",1.0.0,"",1.0.12,1.5.0,"","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,1.4.1,,"",,,"",,1.0.0,1.0.1,"","",,"",0.19-3,"",,"","","","","","",,,,"","",,"","",0.0856153845787048,1266.9,"","",""
##------ Wed Aug 19 16:49:27 2020 ------##,20200819_164927,R/figures/M2_ttimes.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","",1.5-12,3.3-13,1.4-2,"",3.3.2,"",1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,"","",,"","",0.397468749682109,1067.4,"","",""
##------ Thu Aug 20 12:39:46 2020 ------##,20200820_123946,R/figures/M4_biteinc.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","",1.5-12,"",1.4-2,"",3.3.2,"",1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,"","",,"","",0.095378565788269,161.4,"","",""
##------ Thu Aug 20 12:40:16 2020 ------##,20200820_124016,R/figures/M4_biteinc.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","",1.5-12,"",1.4-2,"",3.3.2,"",1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,"","",,"","",0.0808341145515442,161.4,"","",""
##------ Thu Aug 20 12:40:28 2020 ------##,20200820_124028,R/figures/M4_biteinc.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","",1.5-12,"",1.4-2,"",3.3.2,"",1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,"","",,"","",0.0828700184822083,161.4,"","",""
##------ Thu Aug 20 12:41:02 2020 ------##,20200820_124102,R/figures/M4_biteinc.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","",1.5-12,"",1.4-2,"",3.3.2,"",1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,"","",,"","",0.0982219338417053,161.4,"","",""
##------ Thu Aug 20 13:47:23 2020 ------##,20200820_134723,R/figures/M4_biteinc.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","",1.5-12,"",1.4-2,"",3.3.2,"",1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,"","",,"","",0.0996555328369141,161.4,"","",""
##------ Thu Aug 20 13:47:49 2020 ------##,20200820_134749,R/figures/M4_biteinc.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","",1.5-12,"",1.4-2,"",3.3.2,"",1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,"","",,"","",0.082672119140625,161.4,"","",""
##------ Thu Aug 20 13:48:12 2020 ------##,20200820_134812,R/figures/M4_biteinc.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","",1.5-12,"",1.4-2,"",3.3.2,"",1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,"","",,"","",0.0850871483484904,161.4,"","",""
##------ Thu Aug 20 13:48:40 2020 ------##,20200820_134840,R/figures/M4_biteinc.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","",1.5-12,"",1.4-2,"",3.3.2,"",1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,"","",,"","",0.104386568069458,161.4,"","",""
##------ Thu Aug 20 13:49:01 2020 ------##,20200820_134901,R/figures/M4_biteinc.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","",1.5-12,"",1.4-2,"",3.3.2,"",1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,"","",,"","",0.0892100175221761,161.4,"","",""
##------ Thu Aug 20 13:50:22 2020 ------##,20200820_135022,R/figures/M4_biteinc.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","",1.5-12,"",1.4-2,"",3.3.2,"",1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,"","",,"","",0.0853875160217285,161.4,"","",""
##------ Thu Aug 20 13:51:58 2020 ------##,20200820_135158,R/figures/M4_biteinc.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","",1.5-12,"",1.4-2,"",3.3.2,"",1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,"","",,"","",0.0793334325154622,161,"","",""
##------ Thu Aug 20 13:55:35 2020 ------##,20200820_135535,R/figures/M4_biteinc.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","",1.5-12,"",1.4-2,"",3.3.2,"",1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,"","",,"","",0.0788034001986186,160.9,"","",""
##------ Thu Aug 20 13:58:25 2020 ------##,20200820_135825,R/figures/M4_biteinc.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","",1.5-12,"",1.4-2,"",3.3.2,"",1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,"","",,"","",0.082934582233429,160.9,"","",""
##------ Thu Aug 20 14:43:41 2020 ------##,20200820_144341,R/figures/M4_biteinc.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","",1.5-12,"",1.4-2,"",3.3.2,"",1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,"","",,"","",0.0800501346588135,160.8,"","",""
##------ Thu Aug 20 14:43:56 2020 ------##,20200820_144356,R/figures/M4_biteinc.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","",1.5-12,"",1.4-2,"",3.3.2,"",1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,"","",,"","",0.0850003361701965,161,"","",""
##------ Thu Aug 20 14:48:57 2020 ------##,20200820_144857,R/figures/M4_biteinc.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","",1.5-12,"",1.4-2,"",3.3.2,"",1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,"","",,"","",0.0812384327252706,161,"","",""
##------ Thu Aug 20 15:09:30 2020 ------##,20200820_150930,R/figures/M4_biteinc.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","",1.5-12,"",1.4-2,"",3.3.2,"",1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,"","",,"","",0.0832578857739766,161,"","",""
##------ Thu Aug 20 15:09:45 2020 ------##,20200820_150945,R/figures/M4_biteinc.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","",1.5-12,"",1.4-2,"",3.3.2,"",1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,"","",,"","",0.080302349726359,161,"","",""
##------ Thu Aug 20 15:24:30 2020 ------##,20200820_152430,R/figures/M2_ttimes.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","",1.5-12,3.3-13,1.4-2,"",3.3.2,"",1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,"","",,"","",0.400906002521515,1067.6,"","",""
##------ Thu Aug 20 15:25:37 2020 ------##,20200820_152537,R/figures/M2_ttimes.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","",1.5-12,3.3-13,1.4-2,"",3.3.2,"",1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,"","",,"","",0.260682634512583,1067.6,"","",""
##------ Thu Aug 20 15:26:50 2020 ------##,20200820_152650,R/figures/M2_ttimes.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","",1.5-12,3.3-13,1.4-2,"",3.3.2,"",1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,"","",,"","",0.372138667106628,1040.8,"","",""
##------ Thu Aug 20 15:28:02 2020 ------##,20200820_152802,R/figures/M2_ttimes.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","",1.5-12,3.3-13,1.4-2,"",3.3.2,"",1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,"","",,"","",0.262320351600647,1040.8,"","",""
##------ Thu Aug 20 15:28:55 2020 ------##,20200820_152855,R/figures/M2_ttimes.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","",1.5-12,3.3-13,1.4-2,"",3.3.2,"",1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,"","",,"","",0.249885034561157,1136.9,"","",""
##------ Thu Aug 20 22:19:31 2020 ------##,20200820_221931,R/figures/SM6_burden_se.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,"",1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,1.4.1,,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,"","",,"","",,1134.5,"","",""
##------ Thu Aug 20 22:20:33 2020 ------##,20200820_222033,R/figures/SM6_burden_se.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,"",1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,1.4.1,,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,"","",,"","",,1328.1,"","",""
##------ Fri Aug 21 15:29:44 2020 ------##,20200821_152944,R/figures/M3_bitemaps.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,1.7.9,1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,0.3.2,"",,"",0.5.0,8.62890476783117,395.6,"",0.9-5,""
##------ Fri Aug 21 15:37:26 2020 ------##,20200821_153726,R/figures/M3_bitemaps.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,1.7.9,1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,0.3.2,"",,"",0.5.0,0.276122748851776,262,"",0.9-5,""
##------ Fri Aug 21 15:38:49 2020 ------##,20200821_153849,R/figures/M3_bitemaps.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,1.7.9,1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,0.3.2,"",,"",0.5.0,0.174592351913452,285.9,"",0.9-5,""
##------ Fri Aug 21 15:40:14 2020 ------##,20200821_154014,R/figures/M3_bitemaps.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,1.7.9,1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,0.3.2,"",,"",0.5.0,0.186130166053772,297.5,"",0.9-5,""
##------ Fri Aug 21 15:42:53 2020 ------##,20200821_154253,R/figures/M3_bitemaps.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,1.7.9,1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,0.3.2,"",,"",0.5.0,0.195258967081706,364.9,"",0.9-5,""
##------ Fri Aug 21 15:43:34 2020 ------##,20200821_154334,R/figures/M3_bitemaps.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,1.7.9,1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,0.3.2,"",,"",0.5.0,0.174365731080373,397.7,"",0.9-5,""
##------ Fri Aug 21 15:43:58 2020 ------##,20200821_154358,R/figures/M3_bitemaps.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,1.7.9,1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,0.3.2,"",,"",0.5.0,0.18609045346578,397.7,"",0.9-5,""
##------ Fri Aug 21 15:44:39 2020 ------##,20200821_154439,R/figures/M3_bitemaps.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,1.7.9,1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,0.3.2,"",,"",0.5.0,0.243742533524831,397.7,"",0.9-5,""
##------ Fri Aug 21 15:46:06 2020 ------##,20200821_154606,R/figures/M3_bitemaps.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,1.7.9,1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,0.3.2,"",,"",0.5.0,0.187450830141703,397.7,"",0.9-5,""
##------ Fri Aug 21 15:46:57 2020 ------##,20200821_154657,R/figures/M3_bitemaps.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,1.7.9,1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,0.3.2,"",,"",0.5.0,0.175779616832733,397.7,"",0.9-5,""
##------ Fri Aug 21 15:49:13 2020 ------##,20200821_154913,R/figures/M3_bitemaps.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,1.7.9,1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,0.3.2,"",,"",0.5.0,0.182156618436178,397.9,"",0.9-5,""
##------ Fri Aug 21 15:49:59 2020 ------##,20200821_154959,R/figures/M3_bitemaps.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,1.7.9,1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,0.3.2,"",,"",0.5.0,0.182582600911458,398,"",0.9-5,""
##------ Fri Aug 21 15:50:44 2020 ------##,20200821_155044,R/figures/M3_bitemaps.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,1.7.9,1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,0.3.2,"",,"",0.5.0,0.19019101858139,398,"",0.9-5,""
##------ Fri Aug 21 15:51:47 2020 ------##,20200821_155147,R/figures/M3_bitemaps.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,1.7.9,1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,0.3.2,"",,"",0.5.0,0.180844084421794,398.1,"",0.9-5,""
##------ Fri Aug 21 15:52:40 2020 ------##,20200821_155240,R/figures/M3_bitemaps.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,1.7.9,1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,0.3.2,"",,"",0.5.0,0.174378101030986,398.1,"",0.9-5,""
##------ Fri Aug 21 15:53:17 2020 ------##,20200821_155317,R/figures/M3_bitemaps.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,1.7.9,1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,0.3.2,"",,"",0.5.0,0.178629616896311,398.1,"",0.9-5,""
##------ Fri Aug 21 15:54:26 2020 ------##,20200821_155426,R/figures/M3_bitemaps.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,1.7.9,1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,0.3.2,"",,"",0.5.0,0.184756831328074,398.1,"",0.9-5,""
##------ Fri Aug 21 15:55:34 2020 ------##,20200821_155534,R/figures/M3_bitemaps.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,1.7.9,1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,0.3.2,"",,"",0.5.0,0.181669533252716,398.1,"",0.9-5,""
##------ Fri Aug 21 15:56:08 2020 ------##,20200821_155608,R/figures/M3_bitemaps.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,1.7.9,1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,0.3.2,"",,"",0.5.0,0.185374450683594,398.9,"",0.9-5,""
##------ Fri Aug 21 15:56:48 2020 ------##,20200821_155648,R/figures/M3_bitemaps.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,1.7.9,1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,0.3.2,"",,"",0.5.0,0.207355582714081,438.5,"",0.9-5,""
##------ Fri Aug 21 15:57:25 2020 ------##,20200821_155725,R/figures/M3_bitemaps.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,1.7.9,1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,0.3.2,"",,"",0.5.0,0.175559782981873,438.7,"",0.9-5,""
##------ Fri Aug 21 15:57:55 2020 ------##,20200821_155755,R/figures/M3_bitemaps.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,1.7.9,1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,0.3.2,"",,"",0.5.0,0.181236684322357,438.7,"",0.9-5,""
##------ Fri Aug 21 15:58:20 2020 ------##,20200821_155820,R/figures/M3_bitemaps.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,1.7.9,1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,0.3.2,"",,"",0.5.0,0.17874641418457,438.7,"",0.9-5,""
