names_tomatch,match,notes,fixed_best,min_fixed,partial_best,min_partial,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114
vatomandry,vatomandry,,vatomandry,0,vatomandry,0,vatomandry,isandra,mananjary,mahanoro,ambatomainty,taolagnaro,vohemar,ambatolampy,mandoto,ikalamavony,iakora,vangaindrano,vondrozo,marolambo,vavatenina,moramanga,marovoay,manja,ambanja,ankazobe,betafo,tsiroanomandidy,lalangina,vohibato,ambositra,fandriana,manandriana,ikongo,vohipeno,ihosy,farafangana,befotaka,toamasina i,maroantsetra,mahajanga i,soalala,mitsinjo,analalava,antsohihy,bealanana,mampikony,maevatanana,tsaratanana,kandreho,besalampy,antsalova,maintirano,toliary-i,morombe,sakaraha,beloha,betroka,morondava,mahabo,antalaha,sambava,andapa,manjakandriana,anjozorobe,andramasina,antsirabe i,antanifotsy,faratsiho,miarinarivo,soavinandriana,ambalavao,ifanadiana,ivohibe,toamasina ii,sainte marie,andilamena,ambato boeni,mahajanga ii,mandritsara,morafenobe,beroroha,ankazoabo,toliary-ii,benenitra,tsihombe,ambovombe-androy,bekily,ambilobe,nosy-be,antsirabe ii,arivonimamo,fenoarivobe,ambohimahasoa,nosy-varika,brickaville,ambatondrazaka,miandrivazo,antsiranana i,fianarantsoa i,ambatofinandrahana,anosibe-an'ala,betioky atsimo,antsiranana ii,ambohidratrimo,midongy-atsimo,fenerive est,amparafaravola,befandriana nord,ampanihy ouest,manakara atsimo,amboasary-atsimo,mananara-avaratra,soanierana ivongo,antanambao manampontsy,antananarivo avaradrano,antananarivo atsimondrano,belo sur tsiribihina,antananarivo renivohitra,port-berge (boriziny-vaovao)
ihosy,ihosy,,ihosy,0,ihosy,0,ihosy,ikongo,iakora,ivohibe,beloha,tsihombe,bekily,manja,mahabo,nosy-be,betafo,mandoto,isandra,mahanoro,marovoay,mampikony,morombe,betroka,ambilobe,andapa,vohemar,ankazobe,antanifotsy,vohibato,ambositra,vohipeno,vondrozo,befotaka,soalala,mitsinjo,antsohihy,beroroha,ambanja,sambava,faratsiho,ikalamavony,mananjary,vatomandry,marolambo,kandreho,besalampy,antsalova,toliary-i,ankazoabo,sakaraha,morondava,antalaha,anjozorobe,ambatolampy,arivonimamo,fenoarivobe,ambalavao,lalangina,fandriana,ifanadiana,nosy-varika,moramanga,andilamena,analalava,bealanana,maintirano,morafenobe,toliary-ii,benenitra,taolagnaro,andramasina,antsirabe i,miarinarivo,ambohimahasoa,toamasina i,brickaville,maroantsetra,fenerive est,vavatenina,mahajanga i,mandritsara,ambatomainty,ampanihy ouest,miandrivazo,antsirabe ii,manandriana,farafangana,vangaindrano,midongy-atsimo,toamasina ii,sainte marie,ambato boeni,mahajanga ii,maevatanana,tsaratanana,tsiroanomandidy,fianarantsoa i,anosibe-an'ala,betioky atsimo,antsiranana i,ambohidratrimo,soavinandriana,amparafaravola,ambatondrazaka,amboasary-atsimo,antsiranana ii,manjakandriana,manakara atsimo,befandriana nord,ambovombe-androy,soanierana ivongo,ambatofinandrahana,mananara-avaratra,belo sur tsiribihina,antanambao manampontsy,antananarivo avaradrano,antananarivo renivohitra,antananarivo atsimondrano,port-berge (boriziny-vaovao)
antsirabe ii,antsirabe ii,,antsirabe ii,0,antsirabe ii,0,antsirabe ii,antsirabe i,antsiranana ii,antsiranana i,toamasina ii,andilamena,antsalova,ankazobe,anjozorobe,andramasina,toamasina i,antsohihy,maintirano,ankazoabo,toliary-ii,tsihombe,ambilobe,nosy-be,antalaha,antanifotsy,ambositra,fandriana,ivohibe,sainte marie,anosibe-an'ala,ambato boeni,mitsinjo,mahajanga ii,analalava,tsaratanana,kandreho,toliary-i,andapa,ambohidratrimo,betafo,faratsiho,miarinarivo,fenoarivobe,ambalavao,ambohimahasoa,vohibato,isandra,manandriana,ifanadiana,nosy-varika,mananjary,manakara atsimo,vohipeno,iakora,vangaindrano,vatomandry,fenerive est,vavatenina,moramanga,mahajanga i,soalala,mandritsara,besalampy,morafenobe,morombe,sakaraha,benenitra,bekily,taolagnaro,betroka,manja,mahabo,miandrivazo,ambanja,sambava,manjakandriana,ambatolampy,mandoto,arivonimamo,soavinandriana,tsiroanomandidy,fianarantsoa i,ikalamavony,lalangina,ikongo,ihosy,farafangana,vondrozo,befotaka,brickaville,mahanoro,marolambo,maroantsetra,ambatondrazaka,marovoay,bealanana,mampikony,maevatanana,ambatomainty,beroroha,beloha,morondava,vohemar,soanierana ivongo,amparafaravola,befandriana nord,betioky atsimo,ampanihy ouest,amboasary-atsimo,midongy-atsimo,mananara-avaratra,ambovombe-androy,ambatofinandrahana,belo sur tsiribihina,antananarivo renivohitra,antananarivo avaradrano,antanambao manampontsy,antananarivo atsimondrano,port-berge (boriziny-vaovao)
soavinandriana,soavinandriana,,soavinandriana,0,soavinandriana,0,soavinandriana,manandriana,manjakandriana,fandriana,ifanadiana,miarinarivo,lalangina,isandra,ambatofinandrahana,farafangana,vangaindrano,vavatenina,bealanana,maevatanana,tsaratanana,maintirano,sakaraha,miandrivazo,andramasina,nosy-varika,mananjary,vatomandry,soanierana ivongo,soalala,mandritsara,analalava,morondava,andapa,arivonimamo,tsiroanomandidy,fianarantsoa i,iakora,vondrozo,toamasina i,mahanoro,toamasina ii,sainte marie,maroantsetra,ambatondrazaka,moramanga,andilamena,mahajanga i,kandreho,toliary-i,toliary-ii,benenitra,antsiranana i,ambanja,antalaha,sambava,antsirabe i,antanifotsy,faratsiho,antsirabe ii,mandoto,ambalavao,ikalamavony,vohibato,ambositra,vohipeno,anosibe-an'ala,mahajanga ii,befandriana nord,antsohihy,ambatomainty,antsalova,ankazoabo,taolagnaro,manja,antsiranana ii,vohemar,ambohidratrimo,ankazobe,anjozorobe,ambatolampy,fenoarivobe,ambohimahasoa,ikongo,ivohibe,befotaka,brickaville,marolambo,amparafaravola,ambato boeni,marovoay,mitsinjo,mampikony,morafenobe,beroroha,morombe,betroka,mahabo,betafo,manakara atsimo,ihosy,midongy-atsimo,mananara-avaratra,besalampy,ampanihy ouest,beloha,tsihombe,ambovombe-androy,bekily,ambilobe,nosy-be,fenerive est,betioky atsimo,amboasary-atsimo,belo sur tsiribihina,antananarivo avaradrano,antananarivo renivohitra,antananarivo atsimondrano,antanambao manampontsy,port-berge (boriziny-vaovao)
fandriana,fandriana,,fandriana,0,fandriana,0,fandriana,manandriana,ifanadiana,mandritsara,andapa,andramasina,isandra,andilamena,kandreho,maintirano,sakaraha,miandrivazo,antalaha,manjakandriana,mandoto,soavinandriana,lalangina,mananjary,iakora,farafangana,vondrozo,analalava,bealanana,benenitra,manja,ambanja,sambava,ankazobe,faratsiho,fenoarivobe,ambalavao,ambositra,vangaindrano,befotaka,vavatenina,moramanga,soalala,marovoay,befandriana nord,mampikony,maevatanana,tsaratanana,antsalova,beroroha,ankazoabo,betroka,morondava,mahabo,antsirabe i,betafo,miarinarivo,fianarantsoa i,vohibato,vohipeno,ivohibe,toamasina i,vatomandry,mahanoro,marolambo,fenerive est,ambatondrazaka,mahajanga i,mitsinjo,antsohihy,morombe,beloha,bekily,taolagnaro,antsiranana i,ambilobe,nosy-be,vohemar,anjozorobe,antanifotsy,antsirabe ii,arivonimamo,ikalamavony,nosy-varika,ikongo,ihosy,toamasina ii,sainte marie,maroantsetra,anosibe-an'ala,mahajanga ii,besalampy,ambatomainty,toliary-i,toliary-ii,tsihombe,antsiranana ii,ambatolampy,ambohimahasoa,ambatofinandrahana,brickaville,ambato boeni,morafenobe,manakara atsimo,amparafaravola,ambohidratrimo,tsiroanomandidy,midongy-atsimo,mananara-avaratra,soanierana ivongo,ampanihy ouest,betioky atsimo,amboasary-atsimo,ambovombe-androy,belo sur tsiribihina,antananarivo avaradrano,antanambao manampontsy,antananarivo renivohitra,antananarivo atsimondrano,port-berge (boriziny-vaovao)
morafenobe,morafenobe,,morafenobe,0,morafenobe,0,morafenobe,moramanga,morombe,ankazobe,vohipeno,mahanoro,anjozorobe,betafo,mandoto,fenoarivobe,farafangana,marolambo,vavatenina,marovoay,manja,morondava,mahabo,ambilobe,nosy-be,faratsiho,vohibato,isandra,mananjary,ivohibe,iakora,vondrozo,toamasina i,mahajanga i,soalala,mitsinjo,bealanana,mampikony,maevatanana,tsaratanana,kandreho,beroroha,ankazoabo,beloha,tsihombe,taolagnaro,ambanja,vohemar,andramasina,antanifotsy,miarinarivo,ambalavao,ikalamavony,lalangina,manandriana,ikongo,ihosy,befotaka,vatomandry,toamasina ii,maroantsetra,amparafaravola,andilamena,ambato boeni,mahajanga ii,analalava,besalampy,antsalova,maintirano,toliary-i,sakaraha,toliary-ii,benenitra,bekily,betroka,antalaha,sambava,andapa,antsirabe i,ambatolampy,antsirabe ii,arivonimamo,ambohimahasoa,ambositra,fandriana,ifanadiana,nosy-varika,brickaville,sainte marie,fenerive est,mandritsara,antsohihy,ambatomainty,miandrivazo,antsiranana i,ambohidratrimo,manjakandriana,fianarantsoa i,vangaindrano,anosibe-an'ala,ampanihy ouest,antsiranana ii,soavinandriana,tsiroanomandidy,manakara atsimo,midongy-atsimo,ambatondrazaka,befandriana nord,ambovombe-androy,soanierana ivongo,betioky atsimo,amboasary-atsimo,mananara-avaratra,ambatofinandrahana,belo sur tsiribihina,antanambao manampontsy,antananarivo renivohitra,antananarivo avaradrano,antananarivo atsimondrano,port-berge (boriziny-vaovao)
amboasary atsimo,amboasary-atsimo,,amboasary-atsimo,1,amboasary-atsimo,1,amboasary-atsimo,manakara atsimo,ambohidratrimo,betioky atsimo,midongy-atsimo,faratsiho,ambalavao,miarinarivo,ambohimahasoa,ambositra,andramasina,ambatolampy,toamasina i,marolambo,toamasina ii,amparafaravola,ambatondrazaka,mahajanga i,ambato boeni,mahajanga ii,mandritsara,ambatomainty,toliary-i,ampanihy ouest,toliary-ii,ambovombe-androy,miandrivazo,ambanja,antsirabe i,antanifotsy,antsirabe ii,mandoto,arivonimamo,fianarantsoa i,vohibato,manandriana,nosy-varika,mananjary,mahanoro,maroantsetra,moramanga,anosibe-an'ala,soalala,marovoay,mitsinjo,analalava,bealanana,maevatanana,tsaratanana,besalampy,antsalova,maintirano,ankazoabo,sakaraha,taolagnaro,mahabo,antsiranana ii,antsiranana i,antalaha,sambava,manjakandriana,anjozorobe,betafo,tsiroanomandidy,fenoarivobe,ikalamavony,lalangina,isandra,ambatofinandrahana,fandriana,ifanadiana,ihosy,iakora,farafangana,vangaindrano,vondrozo,befotaka,vatomandry,sainte marie,mananara-avaratra,vavatenina,andilamena,antsohihy,kandreho,morafenobe,beroroha,morombe,betroka,manja,morondava,ambilobe,nosy-be,andapa,ankazobe,antananarivo atsimondrano,soavinandriana,ikongo,vohipeno,ivohibe,brickaville,fenerive est,soanierana ivongo,befandriana nord,mampikony,benenitra,beloha,bekily,vohemar,tsihombe,belo sur tsiribihina,antananarivo avaradrano,antanambao manampontsy,antananarivo renivohitra,port-berge (boriziny-vaovao)
marolambo,marolambo,,marolambo,0,marolambo,0,marolambo,morombe,mahabo,ambatolampy,ambalavao,marovoay,faratsiho,mandoto,miarinarivo,iakora,mahanoro,moramanga,besalampy,ankazoabo,taolagnaro,manja,morondava,ambilobe,ankazobe,betafo,arivonimamo,vohibato,ambositra,mananjary,ikongo,ivohibe,befotaka,vatomandry,andilamena,soalala,mitsinjo,analalava,mampikony,kandreho,maintirano,morafenobe,beroroha,sakaraha,beloha,tsihombe,betroka,miandrivazo,nosy-be,ambanja,antalaha,sambava,andapa,vohemar,anjozorobe,ikalamavony,lalangina,isandra,fandriana,vohipeno,ihosy,farafangana,vondrozo,maroantsetra,mahajanga i,mandritsara,bealanana,maevatanana,tsaratanana,ambatomainty,antsalova,toliary-i,bekily,andramasina,fenoarivobe,ambohimahasoa,manandriana,ifanadiana,toamasina i,toamasina ii,vavatenina,amparafaravola,ambato boeni,mahajanga ii,antsohihy,toliary-ii,benenitra,ambohidratrimo,antsirabe i,antanifotsy,nosy-varika,manakara atsimo,vangaindrano,midongy-atsimo,brickaville,sainte marie,ambatondrazaka,manjakandriana,antsirabe ii,fianarantsoa i,fenerive est,betioky atsimo,ambovombe-androy,amboasary-atsimo,antsiranana i,soavinandriana,tsiroanomandidy,anosibe-an'ala,befandriana nord,ampanihy ouest,antsiranana ii,mananara-avaratra,soanierana ivongo,ambatofinandrahana,antanambao manampontsy,antananarivo avaradrano,belo sur tsiribihina,antananarivo atsimondrano,antananarivo renivohitra,port-berge (boriziny-vaovao)
ambatondrazaka,ambatondrazaka,,ambatondrazaka,0,ambatondrazaka,0,ambatondrazaka,ambatofinandrahana,ambatolampy,manandriana,ambatomainty,manjakandriana,ambalavao,ambohimahasoa,fandriana,amparafaravola,ambato boeni,mandritsara,morondava,miandrivazo,ambanja,ambohidratrimo,andramasina,isandra,ambositra,vangaindrano,vondrozo,befotaka,moramanga,analalava,maevatanana,betroka,antalaha,andapa,ankazobe,antsirabe i,mandoto,arivonimamo,miarinarivo,soavinandriana,ifanadiana,mananjary,iakora,farafangana,vatomandry,mahanoro,marolambo,maroantsetra,vavatenina,andilamena,mahajanga i,soalala,marovoay,mahajanga ii,bealanana,tsaratanana,kandreho,antsalova,maintirano,beroroha,ankazoabo,sakaraha,manja,antsiranana i,ambilobe,sambava,anjozorobe,betafo,antanifotsy,antsirabe ii,lalangina,nosy-varika,toamasina i,toamasina ii,anosibe-an'ala,mampikony,toliary-i,morombe,ampanihy ouest,toliary-ii,benenitra,beloha,ambovombe-androy,taolagnaro,amboasary-atsimo,mahabo,antsiranana ii,faratsiho,fenoarivobe,fianarantsoa i,ikalamavony,vohibato,manakara atsimo,ikongo,midongy-atsimo,sainte marie,mananara-avaratra,mitsinjo,befandriana nord,antsohihy,besalampy,morafenobe,betioky atsimo,vohemar,tsiroanomandidy,vohipeno,ihosy,ivohibe,brickaville,tsihombe,bekily,nosy-be,fenerive est,soanierana ivongo,antananarivo avaradrano,antanambao manampontsy,belo sur tsiribihina,antananarivo renivohitra,antananarivo atsimondrano,port-berge (boriziny-vaovao)
amparafaravola,amparafaravola,,amparafaravola,0,amparafaravola,0,amparafaravola,miarinarivo,ambalavao,ambohimahasoa,farafangana,ambatondrazaka,analalava,tsaratanana,andramasina,ikalamavony,manandriana,mahanoro,marolambo,moramanga,marovoay,maevatanana,maintirano,morafenobe,sakaraha,morondava,manjakandriana,ambatolampy,faratsiho,fenoarivobe,ambatofinandrahana,ambositra,ifanadiana,mananjary,manakara atsimo,vangaindrano,maroantsetra,mananara-avaratra,mahajanga i,soalala,mahajanga ii,mandritsara,bealanana,ambatomainty,antsalova,beroroha,ankazoabo,ampanihy ouest,taolagnaro,mahabo,miandrivazo,antsiranana ii,antsiranana i,ambanja,antalaha,sambava,ambohidratrimo,ankazobe,anjozorobe,antsirabe i,betafo,antanifotsy,mandoto,arivonimamo,fianarantsoa i,lalangina,isandra,fandriana,nosy-varika,iakora,befotaka,toamasina i,brickaville,toamasina ii,vavatenina,soanierana ivongo,andilamena,anosibe-an'ala,ambato boeni,mampikony,kandreho,betroka,amboasary-atsimo,manja,ambilobe,andapa,antsirabe ii,soavinandriana,vohibato,vondrozo,vatomandry,sainte marie,mitsinjo,befandriana nord,besalampy,toliary-i,morombe,toliary-ii,benenitra,beloha,vohemar,tsiroanomandidy,ikongo,vohipeno,ihosy,midongy-atsimo,fenerive est,antsohihy,ambovombe-androy,bekily,ivohibe,betioky atsimo,tsihombe,nosy-be,antananarivo avaradrano,antananarivo renivohitra,antanambao manampontsy,antananarivo atsimondrano,belo sur tsiribihina,port-berge (boriziny-vaovao)
,NA,missing district,ihosy,5,antananarivo renivohitra,0,ihosy,manja,betafo,ikongo,iakora,beloha,bekily,mahabo,andapa,mandoto,isandra,ivohibe,soalala,morombe,betroka,nosy-be,ambanja,sambava,vohemar,ankazobe,vohibato,vohipeno,vondrozo,befotaka,mahanoro,marovoay,mitsinjo,kandreho,beroroha,sakaraha,tsihombe,ambilobe,antalaha,faratsiho,ambalavao,lalangina,ambositra,fandriana,mananjary,marolambo,moramanga,analalava,antsohihy,bealanana,mampikony,besalampy,antsalova,toliary-i,ankazoabo,benenitra,morondava,anjozorobe,ifanadiana,vatomandry,vavatenina,andilamena,maintirano,morafenobe,toliary-ii,taolagnaro,andramasina,antsirabe i,ambatolampy,antanifotsy,arivonimamo,miarinarivo,fenoarivobe,ikalamavony,manandriana,nosy-varika,farafangana,toamasina i,brickaville,mahajanga i,mandritsara,maevatanana,tsaratanana,miandrivazo,antsirabe ii,vangaindrano,toamasina ii,sainte marie,maroantsetra,fenerive est,ambato boeni,mahajanga ii,ambatomainty,ambohimahasoa,antsiranana i,ambohidratrimo,manjakandriana,soavinandriana,fianarantsoa i,midongy-atsimo,amparafaravola,ambatondrazaka,anosibe-an'ala,betioky atsimo,ampanihy ouest,antsiranana ii,tsiroanomandidy,manakara atsimo,befandriana nord,ambovombe-androy,amboasary-atsimo,mananara-avaratra,soanierana ivongo,ambatofinandrahana,belo sur tsiribihina,antanambao manampontsy,antananarivo avaradrano,antananarivo renivohitra,antananarivo atsimondrano,port-berge (boriziny-vaovao)
vohibinany,vohibato,,vohibato,4,vohibato,4,vohibato,vohipeno,ivohibe,vohemar,fandriana,vangaindrano,toamasina i,vatomandry,vavatenina,bealanana,mampikony,maintirano,betafo,lalangina,isandra,ifanadiana,mananjary,ikongo,ihosy,farafangana,vondrozo,mahanoro,toamasina ii,moramanga,andilamena,mahajanga i,soalala,marovoay,mitsinjo,maevatanana,tsaratanana,morafenobe,toliary-i,toliary-ii,bekily,taolagnaro,morondava,mahabo,ambilobe,ambanja,sambava,ambatolampy,antanifotsy,arivonimamo,miarinarivo,soavinandriana,ambalavao,ambohimahasoa,ikalamavony,ambositra,manandriana,iakora,befotaka,anosibe-an'ala,mahajanga ii,mandritsara,analalava,antsohihy,besalampy,ambatomainty,beroroha,morombe,ankazoabo,sakaraha,benenitra,beloha,tsihombe,betroka,manja,miandrivazo,antsiranana i,nosy-be,antalaha,andapa,ankazobe,anjozorobe,andramasina,antsirabe i,faratsiho,mandoto,fenoarivobe,nosy-varika,marolambo,kandreho,antsalova,antsiranana ii,ambohidratrimo,manjakandriana,antsirabe ii,tsiroanomandidy,brickaville,sainte marie,maroantsetra,fenerive est,ambato boeni,ambovombe-androy,fianarantsoa i,soanierana ivongo,ambatondrazaka,befandriana nord,betioky atsimo,ambatofinandrahana,midongy-atsimo,amparafaravola,ampanihy ouest,manakara atsimo,amboasary-atsimo,belo sur tsiribihina,mananara-avaratra,antanambao manampontsy,antananarivo avaradrano,antananarivo atsimondrano,antananarivo renivohitra,port-berge (boriziny-vaovao)
mahabo,mahabo,,mahabo,0,mahabo,0,mahabo,mahanoro,betafo,mandoto,marolambo,manja,ambalavao,vohibato,ikongo,ihosy,ivohibe,iakora,soalala,marovoay,morombe,ankazoabo,ambanja,sambava,andapa,ankazobe,faratsiho,isandra,mananjary,vohipeno,moramanga,mitsinjo,mampikony,kandreho,maintirano,sakaraha,beloha,tsihombe,bekily,ambilobe,nosy-be,antalaha,vohemar,miarinarivo,lalangina,fandriana,vondrozo,befotaka,mahajanga i,analalava,bealanana,besalampy,antsalova,morafenobe,beroroha,taolagnaro,betroka,morondava,miandrivazo,ambatolampy,ambohimahasoa,ikalamavony,ambositra,manandriana,ifanadiana,toamasina i,vatomandry,vavatenina,ambato boeni,mahajanga ii,mandritsara,antsohihy,maevatanana,toliary-i,anjozorobe,andramasina,antsirabe i,antanifotsy,arivonimamo,fenoarivobe,farafangana,vangaindrano,toamasina ii,maroantsetra,andilamena,tsaratanana,ambatomainty,toliary-ii,benenitra,ambohidratrimo,antsirabe ii,nosy-varika,brickaville,sainte marie,amparafaravola,ampanihy ouest,manjakandriana,fianarantsoa i,manakara atsimo,midongy-atsimo,ambatondrazaka,antsiranana i,soavinandriana,fenerive est,anosibe-an'ala,betioky atsimo,amboasary-atsimo,antsiranana ii,tsiroanomandidy,befandriana nord,ambovombe-androy,ambatofinandrahana,mananara-avaratra,soanierana ivongo,antanambao manampontsy,belo sur tsiribihina,antananarivo avaradrano,antananarivo renivohitra,antananarivo atsimondrano,port-berge (boriziny-vaovao)
vangaindrano,vangaindrano,,vangaindrano,0,vangaindrano,0,vangaindrano,manandriana,manjakandriana,maintirano,isandra,fandriana,ifanadiana,mananjary,vondrozo,vatomandry,mahanoro,kandreho,ankazoabo,taolagnaro,antanifotsy,mandoto,arivonimamo,miarinarivo,soavinandriana,ambalavao,lalangina,vohibato,vohipeno,farafangana,vavatenina,andilamena,mandritsara,analalava,bealanana,maevatanana,sakaraha,benenitra,miandrivazo,ambanja,antalaha,andapa,ankazobe,anjozorobe,andramasina,antsirabe i,faratsiho,ambositra,iakora,toamasina i,ambatondrazaka,mahajanga i,mitsinjo,mampikony,tsaratanana,antsalova,manja,morondava,mahabo,antsiranana i,sambava,ambohidratrimo,betafo,ambatolampy,antsirabe ii,fenoarivobe,fianarantsoa i,ambohimahasoa,ikalamavony,ikongo,marolambo,toamasina ii,sainte marie,maroantsetra,fenerive est,amparafaravola,moramanga,anosibe-an'ala,soalala,ambato boeni,marovoay,mahajanga ii,antsohihy,ambatomainty,toliary-i,antsiranana ii,ambilobe,vohemar,ambatofinandrahana,nosy-varika,manakara atsimo,ihosy,ivohibe,midongy-atsimo,befotaka,befandriana nord,besalampy,morafenobe,beroroha,toliary-ii,beloha,tsihombe,bekily,betroka,nosy-be,tsiroanomandidy,brickaville,mananara-avaratra,soanierana ivongo,morombe,ampanihy ouest,betioky atsimo,ambovombe-androy,amboasary-atsimo,antananarivo avaradrano,antananarivo atsimondrano,antananarivo renivohitra,antanambao manampontsy,belo sur tsiribihina,port-berge (boriziny-vaovao)
arivonomamo,arivonimamo,,arivonimamo,1,arivonimamo,1,arivonimamo,vohibato,ikongo,vondrozo,marolambo,marovoay,ankazoabo,vohemar,anjozorobe,ambatolampy,miarinarivo,ambalavao,isandra,vohipeno,ivohibe,iakora,farafangana,vangaindrano,mahanoro,antsalova,maintirano,beroroha,morombe,tsihombe,taolagnaro,morondava,ambanja,andapa,ankazobe,betafo,faratsiho,mandoto,tsiroanomandidy,ambohimahasoa,ikalamavony,ambositra,fandriana,ifanadiana,mananjary,ihosy,midongy-atsimo,befotaka,brickaville,vatomandry,sainte marie,vavatenina,moramanga,andilamena,mahajanga i,soalala,mitsinjo,analalava,antsohihy,bealanana,mampikony,maevatanana,tsaratanana,kandreho,ambatomainty,morafenobe,beloha,betroka,manja,mahabo,miandrivazo,antsiranana i,ambilobe,antalaha,ambohidratrimo,andramasina,antsirabe i,antanifotsy,soavinandriana,fenoarivobe,lalangina,manandriana,toamasina i,maroantsetra,ambatondrazaka,ambato boeni,mahajanga ii,mandritsara,besalampy,betioky atsimo,sakaraha,benenitra,antsiranana ii,nosy-be,sambava,manjakandriana,antsirabe ii,fianarantsoa i,nosy-varika,manakara atsimo,toamasina ii,fenerive est,amparafaravola,anosibe-an'ala,toliary-i,ampanihy ouest,toliary-ii,ambovombe-androy,bekily,amboasary-atsimo,soanierana ivongo,befandriana nord,ambatofinandrahana,mananara-avaratra,antananarivo avaradrano,antanambao manampontsy,antananarivo renivohitra,antananarivo atsimondrano,belo sur tsiribihina,port-berge (boriziny-vaovao)
